station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
EWR,2023-01-23 05:27,39.00,37.00,92.45,10.00,9.00,T,29.54,M,3.00,M,BKN,BKN,OVC,M,600.00,1200.00,2200.00,M,-RA BR,M,M,M,M,M,M,32.22,KEWR 231027Z 01009KT 3SM -RA BR BKN006 BKN012 OVC022 04/03 A2954 RMK AO2 P0000 T00390028 $,M
EWR,2023-01-23 05:51,39.00,37.00,92.45,360.00,15.00,T,29.52,999.70,7.00,M,BKN,BKN,OVC,M,700.00,1400.00,2100.00,M,-RA,M,M,M,M,M,M,29.85,KEWR 231051Z 36015KT 7SM -RA BKN007 BKN014 OVC021 04/03 A2952 RMK AO2 SLP997 P0000 T00390028,M
EWR,2023-01-23 06:51,40.00,37.00,89.27,360.00,9.00,0.01,29.53,999.80,10.00,M,BKN,OVC,M,M,700.00,2100.00,M,M,-RA,M,M,M,M,M,M,33.34,KEWR 231151Z 36009KT 10SM -RA BKN007 OVC021 04/03 A2953 RMK AO2 PRESRR SLP998 P0001 60009 70067 T00440028 10044 20033 55006,M
EWR,2023-01-23 07:51,41.00,37.00,85.54,340.00,8.00,0.01,29.53,999.90,9.00,M,BKN,OVC,M,M,800.00,1800.00,M,M,-RA,M,M,M,M,M,M,35.20,KEWR 231251Z 34008KT 9SM -RA BKN008 OVC018 05/03 A2953 RMK AO2 SLP999 P0001 T00500028,M
EWR,2023-01-23 08:51,41.00,37.00,85.54,330.00,8.00,T,29.55,1000.60,10.00,M,BKN,OVC,M,M,800.00,1500.00,M,M,M,M,M,M,M,M,M,35.20,KEWR 231351Z 33008KT 10SM BKN008 OVC015 05/03 A2955 RMK AO2 RAE47 SLP006 P0000 T00500028,M
EWR,2023-01-23 09:15,41.00,37.00,85.54,310.00,8.00,T,29.56,M,2.50,M,BKN,OVC,M,M,700.00,1400.00,M,M,-RA BR,M,M,M,M,M,M,35.20,KEWR 231415Z 31008KT 2 1/2SM -RA BR BKN007 OVC014 05/03 A2956 RMK AO2 RAB07 P0000 T00500028,M
EWR,2023-01-23 09:51,40.00,37.00,89.27,320.00,8.00,0.01,29.57,1001.30,2.50,17.00,BKN,OVC,M,M,600.00,1200.00,M,M,-RA BR,M,M,M,M,M,M,33.84,KEWR 231451Z 32008G17KT 2 1/2SM -RA BR BKN006 OVC012 04/03 A2957 RMK AO2 RAB07 SLP013 P0001 60002 T00440028 53014,M
EWR,2023-01-23 10:26,40.00,36.00,85.81,320.00,13.00,0.02,29.57,M,4.00,19.00,BKN,OVC,M,M,800.00,1500.00,M,M,-RA BR,M,M,M,M,M,M,31.69,KEWR 231526Z 32013G19KT 4SM -RA BR BKN008 OVC015 04/02 A2957 RMK AO2 P0002 T00440022,M
EWR,2023-01-23 10:51,40.00,36.00,85.81,320.00,8.00,0.03,29.57,1001.10,9.00,M,SCT,BKN,OVC,M,800.00,1500.00,2400.00,M,-RA,M,M,M,M,M,M,33.84,KEWR 231551Z 32008KT 9SM -RA SCT008 BKN015 OVC024 04/02 A2957 RMK AO2 SLP011 P0003 T00440022,M
EWR,2023-01-23 11:15,40.00,36.00,85.81,290.00,9.00,0.01,29.56,M,8.00,M,SCT,BKN,OVC,M,800.00,1400.00,2400.00,M,-RASN,M,M,M,M,M,M,33.34,KEWR 231615Z 29009KT 8SM -RASN SCT008 BKN014 OVC024 04/02 A2956 RMK AO2 SNB14 P0001 T00440022,M
EWR,2023-01-23 11:22,40.00,36.00,85.81,280.00,9.00,0.01,29.56,M,9.00,M,SCT,BKN,OVC,M,800.00,1400.00,2400.00,M,-RA,M,M,M,M,M,M,33.34,KEWR 231622Z 28009KT 9SM -RA SCT008 BKN014 OVC024 04/02 A2956 RMK AO2 SNB14E22 P0001 T00440022,M
EWR,2023-01-23 11:37,40.00,36.00,85.81,280.00,11.00,0.01,29.56,M,10.00,M,BKN,BKN,OVC,M,800.00,1400.00,2400.00,M,-RA,M,M,M,M,M,M,32.45,KEWR 231637Z 28011KT 10SM -RA BKN008 BKN014 OVC024 04/02 A2956 RMK AO2 SNB14E22 P0001 T00440022,M
EWR,2023-01-23 11:51,40.00,36.00,85.81,290.00,12.00,0.02,29.56,1000.80,10.00,17.00,BKN,OVC,M,M,800.00,1400.00,M,M,-RA,M,M,M,M,M,M,32.06,KEWR 231651Z 29012G17KT 10SM -RA BKN008 OVC014 04/02 A2956 RMK AO2 SNB14E22 SLP008 P0002 T00440022,M
EWR,2023-01-23 12:38,39.00,35.00,85.76,300.00,12.00,0.01,29.56,M,6.00,20.00,BKN,BKN,OVC,M,800.00,1300.00,2400.00,M,-RASN BR,M,M,M,M,M,M,30.91,KEWR 231738Z 30012G20KT 6SM -RASN BR BKN008 BKN013 OVC024 04/02 A2956 RMK AO2 SNB38 P0001 T00390017,M
EWR,2023-01-23 12:51,39.00,35.00,85.76,290.00,11.00,0.02,29.57,1001.20,6.00,21.00,BKN,BKN,OVC,M,800.00,1300.00,2200.00,M,-RASN BR,M,M,M,M,M,M,31.31,KEWR 231751Z 29011G21KT 6SM -RASN BR BKN008 BKN013 OVC022 04/02 A2957 RMK AO2 SNB38 SLP012 P0002 60009 T00390017 10050 20039 55001,M
EWR,2023-01-23 13:18,38.00,34.00,85.69,310.00,11.00,0.02,29.57,M,6.00,M,SCT,BKN,OVC,M,800.00,1200.00,2200.00,M,-RASN BR,M,M,M,M,M,M,29.92,KEWR 231818Z 31011KT 6SM -RASN BR SCT008 BKN012 OVC022 03/01 A2957 RMK AO2 P0002 T00330011,M
EWR,2023-01-23 13:51,38.00,34.00,85.69,310.00,11.00,0.02,29.59,1001.80,7.00,18.00,FEW,BKN,OVC,M,800.00,1200.00,3500.00,M,-RASN,M,M,M,M,M,M,29.92,KEWR 231851Z 31011G18KT 7SM -RASN FEW008 BKN012 OVC035 03/01 A2959 RMK AO2 SLP018 P0002 T00330011,M
EWR,2023-01-23 14:13,40.00,35.00,82.80,300.00,12.00,0.01,29.60,M,10.00,M,FEW,SCT,BKN,OVC,800.00,1200.00,4000.00,15000.00,-RA,M,M,M,M,M,M,32.06,KEWR 231913Z 30012KT 10SM -RA FEW008 SCT012 BKN040 OVC150 04/02 A2960 RMK AO2 SNE12 P0001 T00440017,M
EWR,2023-01-23 14:51,40.00,33.00,76.44,310.00,16.00,0.01,29.63,1003.40,10.00,23.00,FEW,FEW,BKN,OVC,800.00,1800.00,5000.00,15000.00,M,M,M,M,M,M,M,30.72,KEWR 231951Z 31016G23KT 10SM FEW008 FEW018 BKN050 OVC150 04/01 A2963 RMK AO2 RAE27SNE12 SLP034 P0001 T00440006,M
EWR,2023-01-23 15:51,40.00,34.00,79.25,300.00,15.00,T,29.67,1004.80,10.00,23.00,FEW,FEW,BKN,OVC,800.00,2000.00,6500.00,15000.00,M,M,M,M,M,M,M,31.02,KEWR 232051Z 30015G23KT 10SM FEW008 FEW020 BKN065 OVC150 04/01 A2967 RMK AO2 RAB10E21 SLP048 P0000 60003 T00440011 53036,M
EWR,2023-01-23 16:51,41.00,30.90,67.03,300.00,16.00,0.00,29.71,1005.90,10.00,24.00,FEW,BKN,BKN,BKN,2000.00,3300.00,7000.00,13000.00,M,M,M,M,28.00,300.00,2023-01-23 16:39,32.15,KEWR 232151Z 30016G24KT 10SM FEW020 BKN033 BKN070 BKN130 05/M01 A2971 RMK AO2 PK WND 30028/2139 SLP059 T00501006,M
EWR,2023-01-23 17:51,40.00,28.90,64.49,300.00,19.00,0.00,29.76,1007.60,10.00,27.00,FEW,BKN,BKN,M,2000.00,3000.00,7000.00,M,M,M,M,M,29.00,290.00,2023-01-23 17:28,29.88,KEWR 232251Z 30019G27KT 10SM FEW020 BKN030 BKN070 04/M02 A2976 RMK AO2 PK WND 29029/2228 SLP076 T00441017,M
EWR,2023-01-23 18:51,39.00,27.00,61.78,310.00,18.00,0.00,29.81,1009.50,10.00,26.00,BKN,OVC,M,M,3000.00,7000.00,M,M,M,M,M,M,29.00,300.00,2023-01-23 18:00,28.96,KEWR 232351Z 31018G26KT 10SM BKN030 OVC070 04/M03 A2981 RMK AO2 PK WND 30029/2300 SLP095 60003 T00391028 10050 20033 53047,M
EWR,2023-01-23 19:51,38.00,26.10,62.14,310.00,10.00,0.00,29.86,1011.00,10.00,21.00,BKN,OVC,M,M,3200.00,7000.00,M,M,M,M,M,M,27.00,310.00,2023-01-23 19:14,30.37,KEWR 240051Z 31010G21KT 10SM BKN032 OVC070 03/M03 A2986 RMK AO2 PK WND 31027/0014 SLP110 T00331033,M
EWR,2023-01-23 20:51,37.00,25.00,61.50,300.00,17.00,0.00,29.90,1012.50,10.00,28.00,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,29.00,300.00,2023-01-23 20:24,26.63,KEWR 240151Z 30017G28KT 10SM OVC032 03/M04 A2990 RMK AO2 PK WND 30029/0124 SLP125 T00281039,M
EWR,2023-01-23 21:51,37.00,24.10,59.24,310.00,16.00,0.00,29.94,1013.70,10.00,24.00,OVC,M,M,M,3300.00,M,M,M,M,M,M,M,29.00,300.00,2023-01-23 21:00,26.94,KEWR 240251Z 31016G24KT 10SM OVC033 03/M04 A2994 RMK AO2 PK WND 30029/0200 SLP137 T00281044 51042,M
EWR,2023-01-23 22:51,38.00,24.10,57.18,300.00,13.00,0.00,29.96,1014.40,10.00,18.00,OVC,M,M,M,3500.00,M,M,M,M,M,M,M,26.00,300.00,2023-01-23 22:02,29.13,KEWR 240351Z 30013G18KT 10SM OVC035 03/M04 A2996 RMK AO2 PK WND 30026/0302 SLP144 T00331044,M
EWR,2023-01-23 23:51,37.00,21.90,54.01,300.00,17.00,0.00,29.98,1015.20,10.00,23.00,OVC,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,26.63,KEWR 240451Z 30017G23KT 10SM OVC038 03/M06 A2998 RMK AO2 SLP152 T00281056 400500028,M
EWR,2023-01-24 00:51,36.00,21.90,56.18,280.00,12.00,0.00,29.99,1015.30,10.00,M,SCT,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,27.09,KEWR 240551Z 28012KT 10SM SCT038 02/M06 A2999 RMK AO2 SLP153 T00221056 10039 20022 51017,M
EWR,2023-01-24 01:51,37.00,21.90,54.01,250.00,9.00,0.00,30.01,1016.20,10.00,M,BKN,M,M,M,4100.00,M,M,M,M,M,M,M,M,M,M,29.73,KEWR 240651Z 25009KT 10SM BKN041 03/M06 A3001 RMK AO2 SLP162 T00281056,M
EWR,2023-01-24 02:51,37.00,23.00,56.57,250.00,6.00,0.00,30.02,1016.60,10.00,M,BKN,M,M,M,4200.00,M,M,M,M,M,M,M,M,M,M,31.55,KEWR 240751Z 25006KT 10SM BKN042 03/M05 A3002 RMK AO2 SLP166 T00281050,M
EWR,2023-01-24 03:51,37.00,23.00,56.57,250.00,8.00,0.00,30.03,1016.90,10.00,M,BKN,M,M,M,3900.00,M,M,M,M,M,M,M,M,M,M,30.27,KEWR 240851Z 25008KT 10SM BKN039 03/M05 A3003 RMK AO2 SLP169 T00281050 51016,M
EWR,2023-01-24 04:51,36.00,24.10,61.62,250.00,10.00,0.00,30.04,1017.10,10.00,M,FEW,M,M,M,3900.00,M,M,M,M,M,M,M,M,M,M,27.98,KEWR 240951Z 25010KT 10SM FEW039 02/M04 A3004 RMK AO2 SLP171 T00221044,M
EWR,2023-01-24 05:51,37.00,24.10,59.24,250.00,9.00,0.00,30.06,1017.90,10.00,17.00,BKN,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,29.73,KEWR 241051Z 25009G17KT 10SM BKN038 03/M04 A3006 RMK AO2 SLP179 T00281044,M
EWR,2023-01-24 06:51,37.00,24.10,59.24,260.00,10.00,0.00,30.08,1018.50,10.00,M,BKN,M,M,M,3900.00,M,M,M,M,M,M,M,M,M,M,29.24,KEWR 241151Z 26010KT 10SM BKN039 03/M04 A3008 RMK AO2 SLP185 70012 T00281044 10028 20022 53016,M
EWR,2023-01-24 07:51,37.00,24.10,59.24,250.00,9.00,0.00,30.09,1018.70,10.00,M,SCT,BKN,M,M,3900.00,22000.00,M,M,M,M,M,M,M,M,M,29.73,KEWR 241251Z 25009KT 10SM SCT039 BKN220 03/M04 A3009 RMK AO2 SLP187 T00281044,M
EWR,2023-01-24 08:51,38.00,24.10,57.18,240.00,10.00,0.00,30.11,1019.70,10.00,M,FEW,SCT,SCT,M,3900.00,20000.00,25000.00,M,M,M,M,M,M,M,M,30.37,KEWR 241351Z 24010KT 10SM FEW039 SCT200 SCT250 03/M04 A3011 RMK AO2 SLP197 T00331044,M
EWR,2023-01-24 09:51,41.00,24.10,50.67,270.00,14.00,0.00,30.13,1020.10,10.00,20.00,FEW,FEW,M,M,20000.00,25000.00,M,M,M,M,M,M,M,M,M,32.76,KEWR 241451Z 27014G20KT 10SM FEW200 FEW250 05/M04 A3013 RMK AO2 SLP201 T00501044 53016,M
EWR,2023-01-24 10:51,44.00,23.00,42.95,260.00,13.00,0.00,30.12,1019.80,10.00,19.00,FEW,FEW,M,M,5000.00,25000.00,M,M,M,M,M,M,M,M,M,37.07,KEWR 241551Z 26013G19KT 10SM FEW050 FEW250 07/M05 A3012 RMK AO2 SLP198 T00671050,M
EWR,2023-01-24 11:51,47.00,24.10,40.44,270.00,12.00,0.00,30.11,1019.40,10.00,18.00,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,40.97,KEWR 241651Z 27012G18KT 10SM FEW050 08/M04 A3011 RMK SLP194 T00831044,M
EWR,2023-01-24 12:51,47.00,25.00,41.99,290.00,14.00,0.00,30.10,1019.30,10.00,22.00,SCT,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,40.37,KEWR 241751Z 29014G22KT 10SM SCT050 08/M04 A3010 RMK AO2 SLP193 T00831039 10089 20028 56008,M
EWR,2023-01-24 13:51,49.00,26.10,40.77,300.00,22.00,0.00,30.11,1019.40,10.00,29.00,SCT,M,M,M,5000.00,M,M,M,M,M,M,M,29.00,300.00,2023-01-24 13:50,41.21,KEWR 241851Z 30022G29KT 10SM SCT050 09/M03 A3011 RMK AO2 PK WND 30029/1850 SLP194 T00941033,M
EWR,2023-01-24 14:51,48.00,26.10,42.17,310.00,13.00,0.00,30.13,1020.20,10.00,M,SCT,SCT,M,M,4700.00,25000.00,M,M,M,M,M,M,29.00,290.00,2023-01-24 13:54,42.07,KEWR 241951Z 31013KT 10SM SCT047 SCT250 09/M03 A3013 RMK AO2 PK WND 29029/1854 SLP202 T00891033,M
EWR,2023-01-24 15:51,44.00,24.10,44.98,290.00,16.00,0.00,30.17,1021.60,10.00,24.00,SCT,BKN,M,M,4700.00,25000.00,M,M,M,M,M,M,26.00,270.00,2023-01-24 15:22,36.19,KEWR 242051Z 29016G24KT 10SM SCT047 BKN250 07/M04 A3017 RMK AO2 PK WND 27026/2022 SLP216 T00671044 53023,M
EWR,2023-01-24 16:51,43.00,23.00,44.80,280.00,13.00,0.00,30.19,1022.30,10.00,25.00,BKN,BKN,M,M,4400.00,25000.00,M,M,M,M,M,M,M,M,M,35.66,KEWR 242151Z 28013G25KT 10SM BKN044 BKN250 06/M05 A3019 RMK AO2 SLP223 T00611050,M
EWR,2023-01-24 17:51,42.00,24.10,48.56,280.00,13.00,0.00,30.21,1023.00,10.00,M,BKN,BKN,M,M,4500.00,25000.00,M,M,M,M,M,M,M,M,M,34.51,KEWR 242251Z 28013KT 10SM BKN045 BKN250 06/M04 A3021 RMK AO2 SLP230 T00561044,M
EWR,2023-01-24 18:51,42.00,24.10,48.56,290.00,12.00,0.00,30.24,1023.90,10.00,18.00,BKN,BKN,M,M,4500.00,25000.00,M,M,M,M,M,M,M,M,M,34.86,KEWR 242351Z 29012G18KT 10SM BKN045 BKN250 06/M04 A3024 RMK AO2 SLP239 T00561044 10100 20056 53024,M
EWR,2023-01-24 19:51,42.00,23.00,46.37,310.00,9.00,0.00,30.25,1024.30,10.00,M,BKN,BKN,M,M,4500.00,25000.00,M,M,M,M,M,M,M,M,M,36.07,KEWR 250051Z 31009KT 10SM BKN045 BKN250 06/M05 A3025 RMK AO2 SLP243 T00561050,M
EWR,2023-01-24 20:51,42.00,21.90,44.27,300.00,11.00,0.00,30.27,1025.00,10.00,M,BKN,BKN,M,M,4500.00,25000.00,M,M,M,M,M,M,M,M,M,35.23,KEWR 250151Z 30011KT 10SM BKN045 BKN250 06/M06 A3027 RMK AO2 SLP250 T00561056,M
EWR,2023-01-24 21:51,41.00,21.90,46.19,310.00,11.00,0.00,30.30,1025.80,10.00,M,BKN,BKN,M,M,4400.00,25000.00,M,M,M,M,M,M,M,M,M,33.84,KEWR 250251Z 31011KT 10SM BKN044 BKN250 05/M06 A3030 RMK AO2 SLP258 T00501056 53019,M
EWR,2023-01-24 22:51,41.00,23.00,48.39,280.00,8.00,0.00,30.30,1025.80,10.00,M,BKN,BKN,M,M,4200.00,25000.00,M,M,M,M,M,M,M,M,M,35.20,KEWR 250351Z 28008KT 10SM BKN042 BKN250 05/M05 A3030 RMK AO2 SLP258 T00501050,M
EWR,2023-01-24 23:51,39.00,21.00,48.06,300.00,6.00,0.00,30.28,1025.40,10.00,M,SCT,SCT,M,M,4200.00,25000.00,M,M,M,M,M,M,M,M,M,33.96,KEWR 250451Z 30006KT 10SM SCT042 SCT250 04/M06 A3028 RMK AO2 SLP254 T00391061 401000022,M
EWR,2023-01-25 00:51,38.00,21.00,50.18,290.00,4.00,0.00,30.28,1025.30,10.00,M,FEW,FEW,M,M,4200.00,25000.00,M,M,M,M,M,M,M,M,M,34.31,KEWR 250551Z 29004KT 10SM FEW042 FEW250 03/M06 A3028 RMK AO2 SLP253 T00331061 10056 20033 58005,M
EWR,2023-01-25 01:51,37.00,21.90,54.01,310.00,3.00,0.00,30.29,1025.50,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,34.40,KEWR 250651Z 31003KT 10SM SCT250 03/M06 A3029 RMK AO2 SLP255 T00281056,M
EWR,2023-01-25 02:51,36.00,23.00,58.85,300.00,4.00,0.00,30.30,1026.00,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,32.09,KEWR 250751Z 30004KT 10SM SCT250 02/M05 A3030 RMK AO2 SLP260 T00221050,M
EWR,2023-01-25 03:51,35.00,23.00,60.99,40.00,3.00,0.00,30.28,1025.40,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,32.23,KEWR 250851Z 04003KT 10SM BKN250 02/M05 A3028 RMK AO2 SLP254 T00171050 50001,M
EWR,2023-01-25 04:51,37.00,21.90,54.01,300.00,4.00,0.00,30.32,1026.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.26,KEWR 250951Z 30004KT 10SM CLR 03/M06 A3032 RMK AO2 SLP268 T00281056,M
EWR,2023-01-25 05:51,37.00,23.00,56.57,0.00,0.00,0.00,30.34,1027.40,10.00,M,FEW,SCT,M,M,22000.00,25000.00,M,M,M,M,M,M,M,M,M,37.00,KEWR 251051Z 00000KT 10SM FEW220 SCT250 03/M05 A3034 RMK AO2 SLP274 T00281050,M
EWR,2023-01-25 06:51,37.00,21.90,54.01,40.00,6.00,0.00,30.32,1026.50,10.00,M,BKN,BKN,OVC,M,9000.00,12000.00,22000.00,M,M,M,M,M,M,M,M,31.55,KEWR 251151Z 04006KT 10SM BKN090 BKN120 OVC220 03/M06 A3032 RMK AO2 SLP265 T00281056 10033 20011 50012,M
EWR,2023-01-25 07:51,37.00,23.00,56.57,30.00,5.00,0.00,30.29,1025.70,10.00,M,FEW,BKN,OVC,M,10000.00,14000.00,25000.00,M,M,M,M,M,M,M,M,32.33,KEWR 251251Z 03005KT 10SM FEW100 BKN140 OVC250 03/M05 A3029 RMK AO2 SLP257 T00281050,M
EWR,2023-01-25 08:51,39.00,24.10,54.77,0.00,0.00,0.00,30.31,1026.30,10.00,M,SCT,BKN,OVC,M,9000.00,14000.00,25000.00,M,M,M,M,M,M,M,M,39.00,KEWR 251351Z 00000KT 10SM SCT090 BKN140 OVC250 04/M04 A3031 RMK AO2 SLP263 T00391044,M
EWR,2023-01-25 09:51,40.00,23.00,50.50,100.00,6.00,0.00,30.27,1025.00,10.00,M,FEW,BKN,OVC,M,9000.00,14000.00,25000.00,M,M,M,M,M,M,M,M,35.04,KEWR 251451Z 10006KT 10SM FEW090 BKN140 OVC250 04/M05 A3027 RMK AO2 SLP250 T00441050 58015,M
EWR,2023-01-25 10:51,41.00,23.00,48.39,90.00,6.00,0.00,30.27,1025.10,10.00,M,FEW,BKN,OVC,M,9000.00,14000.00,25000.00,M,M,M,M,M,M,M,M,36.37,KEWR 251551Z 09006KT 10SM FEW090 BKN140 OVC250 05/M05 A3027 RMK AO2 SLP251 T00501050,M
EWR,2023-01-25 11:51,41.00,27.00,57.15,110.00,6.00,0.00,30.25,1024.40,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,36.37,KEWR 251651Z 11006KT 10SM OVC095 05/M03 A3025 RMK AO2 PRESFR SLP244 VIRGA T00501028,M
EWR,2023-01-25 12:51,42.00,28.90,59.22,70.00,4.00,0.00,30.21,1023.00,10.00,M,BKN,OVC,M,M,4400.00,6000.00,M,M,M,M,M,M,M,M,M,39.21,KEWR 251751Z 07004KT 10SM BKN044 OVC060 06/M02 A3021 RMK AO2 SLP230 T00561017 10056 20028 58021,M
EWR,2023-01-25 13:03,41.00,30.00,64.63,M,3.00,T,30.20,M,7.00,M,OVC,M,M,M,2900.00,M,M,M,-RASN,M,M,M,M,M,M,38.98,KEWR 251803Z VRB03KT 7SM -RASN OVC029 05/M01 A3020 RMK AO2 RAB1756SNB02 PRESFR P0000 T00501011,M
EWR,2023-01-25 13:45,37.40,30.20,74.98,80.00,9.00,0.04,30.14,M,4.00,14.00,SCT,BKN,OVC,M,900.00,1700.00,3000.00,M,-RASN,M,M,M,M,M,M,30.23,KEWR 251845Z 08009G14KT 4SM -RASN SCT009 BKN017 OVC030 03/M01 A3014 RMK AO2 RAB1756SNB02 P0004 $,M
EWR,2023-01-25 13:51,37.00,30.90,78.37,90.00,8.00,0.05,30.14,1020.50,1.00,14.00,SCT,BKN,OVC,M,900.00,1700.00,3000.00,M,-RASN,M,M,M,M,M,M,30.27,KEWR 251851Z 09008G14KT 1SM R04R/P6000FT -RASN SCT009 BKN017 OVC030 03/M01 A3014 RMK AO2 SFC VIS 2 RAB1756SNB02 SLP205 P0005 T00281006 $,M
EWR,2023-01-25 14:03,35.00,30.90,84.49,80.00,7.00,0.04,30.14,M,1.00,M,BKN,OVC,M,M,900.00,1500.00,M,M,-RASN BR,M,M,M,M,M,M,28.56,KEWR 251903Z 08007KT 1SM R04R/6000VP6000FT -RASN BR BKN009 OVC015 02/M01 A3014 RMK AO2 SFC VIS 1 1/2 P0004 T00171006 $,M
EWR,2023-01-25 14:42,38.00,34.00,85.69,70.00,9.00,0.06,30.09,M,5.00,M,BKN,BKN,OVC,M,900.00,1200.00,2000.00,M,-RASN BR,M,M,M,M,M,M,30.85,KEWR 251942Z 07009KT 5SM -RASN BR BKN009 BKN012 OVC020 03/01 A3009 RMK AO2 PRESFR P0006 T00330011 $,M
EWR,2023-01-25 14:51,38.00,34.00,85.69,80.00,6.00,0.07,30.08,1018.40,4.00,M,BKN,BKN,OVC,M,900.00,1200.00,2000.00,M,-RASN BR,M,M,M,M,M,M,32.64,KEWR 251951Z 08006KT 4SM -RASN BR BKN009 BKN012 OVC020 03/01 A3008 RMK AO2 SLP184 P0007 T00330011 $,M
EWR,2023-01-25 15:07,38.00,35.00,89.53,80.00,9.00,T,30.06,M,5.00,M,BKN,OVC,M,M,900.00,3500.00,M,M,-RA BR,M,M,M,M,M,M,30.85,KEWR 252007Z 08009KT 5SM -RA BR BKN009 OVC035 03/02 A3006 RMK AO2 SNE06 PRESFR P0000 T00330017 $,M
EWR,2023-01-25 15:51,39.00,36.00,88.87,M,3.00,0.04,30.03,1017.00,5.00,M,SCT,BKN,OVC,M,900.00,2500.00,3300.00,M,-RA BR,M,M,M,M,M,M,36.69,KEWR 252051Z VRB03KT 5SM -RA BR SCT009 BKN025 OVC033 04/02 A3003 RMK AO2 SNE06 PRESFR SLP170 SCT V BKN P0004 60016 T00390022 56060 $,M
EWR,2023-01-25 16:09,39.00,36.00,88.87,80.00,7.00,0.01,30.02,M,5.00,14.00,SCT,BKN,OVC,M,800.00,1300.00,3500.00,M,-RA BR,M,M,M,M,M,M,33.31,KEWR 252109Z 08007G14KT 5SM -RA BR SCT008 BKN013 OVC035 04/02 A3002 RMK AO2 P0001 T00390022 $,M
EWR,2023-01-25 16:51,41.00,37.00,85.54,100.00,7.00,0.03,29.94,1013.70,5.00,16.00,BKN,OVC,M,M,800.00,1500.00,M,M,-RA BR,M,M,M,M,M,M,35.75,KEWR 252151Z 10007G16KT 5SM -RA BR BKN008 OVC015 05/03 A2994 RMK AO2 SLP137 P0003 T00500028 $,M
EWR,2023-01-25 17:51,45.00,41.00,85.77,100.00,15.00,T,29.88,1011.90,10.00,25.00,BKN,OVC,M,M,800.00,1400.00,M,M,-RA,M,M,M,M,M,M,37.63,KEWR 252251Z 10015G25KT 10SM -RA BKN008 OVC014 07/05 A2988 RMK AO2 PRESFR SLP119 P0000 T00720050 $,M
EWR,2023-01-25 18:51,46.00,43.00,89.20,100.00,13.00,0.09,29.83,1010.10,4.00,26.00,BKN,OVC,M,M,700.00,1200.00,M,M,RA BR,M,M,M,26.00,110.00,2023-01-25 18:12,39.50,KEWR 252351Z 10013G26KT 4SM RA BR BKN007 OVC012 08/06 A2983 RMK AO2 PK WND 11026/2312 SLP101 P0009 60028 T00780061 10078 20017 56069 $,M
EWR,2023-01-25 19:51,49.00,46.00,89.67,120.00,16.00,0.19,29.72,1006.20,4.00,31.00,BKN,OVC,M,M,600.00,1200.00,M,M,-RA BR,M,M,M,31.00,130.00,2023-01-25 19:44,42.45,KEWR 260051Z 12016G31KT 4SM -RA BR BKN006 OVC012 09/08 A2972 RMK AO2 PK WND 13031/0044 PRESFR SLP062 CIG 005V007 P0019 T00940078 $,M
EWR,2023-01-25 20:51,52.00,49.00,89.13,140.00,17.00,0.15,29.64,1003.70,4.00,26.00,BKN,OVC,M,M,600.00,2400.00,M,M,-RA BR,M,M,M,31.00,120.00,2023-01-25 20:12,52.00,KEWR 260151Z 14017G26KT 4SM -RA BR BKN006 OVC024 11/09 A2964 RMK AO2 PK WND 12031/0112 SLP037 P0015 T01110094 $,M
EWR,2023-01-25 21:51,54.00,51.00,89.88,170.00,11.00,0.11,29.60,1002.20,4.00,19.00,BKN,OVC,M,M,600.00,1000.00,M,M,-RA BR,M,M,M,29.00,140.00,2023-01-25 21:09,54.00,KEWR 260251Z 17011G19KT 4SM -RA BR BKN006 OVC010 12/11 A2960 RMK AO2 PK WND 14029/0209 SLP022 P0011 60045 T01220106 56078 $,M
EWR,2023-01-25 22:51,56.00,53.00,90.29,180.00,15.00,0.16,29.51,999.40,7.00,19.00,BKN,BKN,OVC,M,800.00,1400.00,1900.00,M,-RA,M,M,M,M,M,M,55.90,KEWR 260351Z 18015G19KT 7SM -RA BKN008 BKN014 OVC019 13/12 A2951 RMK AO2 SLP994 P0016 T01330117 $,M
